declaration_id,agent_id,role,institution,declaration_type,declaration_date,gross_salary,side_income_consulting,side_income_board_memberships,assets_in_real_estate,assets_in_vehicles,assets_in_stocks
D002053,A0295,Judge,Courts,Regular,2025-06-30,48335.16,19557.94,11217.49,184886.13,55309.65,125503.87
D002054,A0295,Judge,Courts,Regular,2023-12-05,36925.64,21040.4,8638.28,137927.56,33232.34,113590.21
D002055,A0295,Judge,Courts,Exceptional,2020-03-03,36625.43,17780.35,12746.68,84969.74,41761.62,54388.31
D002056,A0295,Judge,Courts,Exceptional,2020-03-28,45671.79,16874.72,15250.05,113043.13,21413.25,75984.3
D002057,A0295,Judge,Courts,Regular,2025-07-01,56341.49,20054.25,8610.49,318399.92,21412.84,151785.31
D002058,A0296,Judge,Courts,Initial,2018-06-29,79315.05,8616.46,11248.71,137945.86,6191.54,146481.47
D002059,A0296,Judge,Courts,Regular,2020-04-19,82497.56,8917.87,13932.82,20523.03,59386.48,109713.61
D002060,A0296,Judge,Courts,Regular,2026-01-21,74612.97,10667.39,8081.86,19371.24,15387.39,183640.69
D002061,A0296,Judge,Courts,Regular,2022-08-03,74245.49,6724.38,12245.64,89967.38,12545.07,68162.86
D002062,A0296,Judge,Courts,Regular,2026-01-22,84967.64,11248.07,14523.2,283786.23,37746.42,152182.15
D002063,A0297,Judge,Courts,Initial,2020-06-05,98899.67,10821.5,13145.94,139173.77,381.4,335418.22
D002064,A0297,Judge,Courts,Regular,2022-08-14,115340.8,6493.91,13194.59,45865.85,34540.49,18.58
D002065,A0297,Judge,Courts,Regular,2025-10-23,99363.28,9272.94,12519.61,139187.8,1613.96,19502.24
D002066,A0297,Judge,Courts,Regular,2025-01-13,105972.11,12631.93,9104.15,164462.81,14053.17,9040.83
D002067,A0297,Judge,Courts,Exceptional,2020-05-06,88893.23,8603.09,7378.49,89893.4,37118.77,6298.18
D002068,A0297,Judge,Courts,Exceptional,2026-02-20,124229.91,7620.11,14817.19,176033.27,17975.62,137351.95
D002069,A0297,Judge,Courts,Regular,2026-02-21,108033.81,6095.41,18419.52,512425.53,457.37,74907.13
D002070,A0298,Judge,Courts,Initial,2020-07-28,98443.96,17858.01,2170.49,152883.51,12707.11,168750.68
D002071,A0298,Judge,Courts,Regular,2025-11-05,112598.22,13681.74,2214.47,110999.47,40628.5,189993.38
D002072,A0298,Judge,Courts,Regular,2024-08-20,115149.17,25307.26,3221.89,177277.64,9443.83,199443.53
D002073,A0298,Judge,Courts,Regular,2023-12-23,108106.73,12778.97,2059.92,34427.0,50201.4,89015.16
D002074,A0298,Judge,Courts,Regular,2025-11-06,134254.81,25469.32,2817.95,711998.28,11776.18,59106.84
D002075,A0299,Judge,Courts,Initial,2023-12-26,76486.84,1820.49,11628.05,159320.36,7606.74,217646.52
D002076,A0299,Judge,Courts,Regular,2019-04-09,81689.43,1628.63,13368.25,142489.79,49002.26,10566.34
D002077,A0299,Judge,Courts,Regular,2020-01-07,81206.66,1332.24,7284.13,181600.25,30504.96,121380.28
D002078,A0299,Judge,Courts,Regular,2018-10-31,74379.51,1915.67,9757.24,107513.29,15579.49,66415.17
D002079,A0299,Judge,Courts,Exceptional,2020-01-01,62872.89,1803.22,15557.19,27942.49,47401.69,139755.1
D002080,A0299,Judge,Courts,Exceptional,2019-01-02,80997.84,2047.77,6644.68,144183.97,32803.58,147548.22
D002081,A0299,Judge,Courts,Regular,2023-12-27,91256.86,1209.96,9026.99,441725.7,1797.61,153095.89
D002082,A0300,Judge,Courts,Initial,2025-02-22,107530.43,13817.67,17257.72,144618.0,5018.03,332035.41
D002083,A0300,Judge,Courts,Regular,2024-07-27,99392.41,16414.79,16926.02,161074.65,26338.74,178858.86
D002084,A0300,Judge,Courts,Regular,2025-04-06,108762.92,17789.78,21545.77,120974.15,43153.52,197680.58
D002085,A0300,Judge,Courts,Regular,2021-07-05,109005.05,8500.04,24406.88,129121.41,45151.76,52160.81
D002086,A0300,Judge,Courts,Exceptional,2019-08-29,118302.19,14873.13,16856.96,98227.84,54615.22,15320.78
D002087,A0300,Judge,Courts,Exceptional,2019-12-21,130346.07,10901.83,19357.2,8491.97,22766.72,8076.63
D002088,A0300,Judge,Courts,Regular,2025-04-07,135575.86,7271.57,18969.88,550358.55,15677.12,49122.57
D002089,A0301,Judge,Courts,Initial,2019-09-04,64148.91,7229.33,10317.81,106007.04,24311.0,132592.81
D002090,A0301,Judge,Courts,Regular,2021-01-08,67581.19,10776.53,8972.02,9799.58,18607.58,34047.13
D002091,A0301,Judge,Courts,Regular,2024-06-20,64957.04,3917.38,12528.8,125003.38,3182.2,41583.3
D002092,A0301,Judge,Courts,Regular,2022-08-08,69321.29,8054.99,9905.35,71015.41,59924.46,154473.3
D002093,A0301,Judge,Courts,Regular,2024-06-21,100833.32,9804.11,10584.24,573151.81,3642.71,160398.74
D002094,A0302,Judge,Courts,Initial,2026-03-23,116525.13,5056.3,10571.52,178041.0,54914.1,224281.64
D002095,A0302,Judge,Courts,Regular,2020-11-25,138507.09,5783.28,11073.43,94728.35,52827.24,49803.07
D002096,A0302,Judge,Courts,Regular,2020-03-05,118089.64,6390.42,10870.92,12833.18,16067.97,30972.19
D002097,A0302,Judge,Courts,Regular,2018-09-26,109819.14,4551.09,12452.22,145197.92,31303.41,129037.22
D002098,A0302,Judge,Courts,Regular,2026-03-24,138023.78,4032.84,5504.69,655347.44,45388.77,26102.08
D002099,A0303,Judge,Courts,Initial,2022-05-18,114503.96,8617.78,2081.86,192154.73,15111.0,145767.63
D002100,A0303,Judge,Courts,Regular,2021-04-09,135530.99,9752.16,1367.1,189228.34,22419.9,58122.38
D002101,A0303,Judge,Courts,Regular,2018-06-23,109463.12,11105.38,2542.21,73809.52,32608.15,37391.06
D002102,A0303,Judge,Courts,Regular,2020-02-25,136003.86,12163.42,1089.36,16921.37,22636.27,82238.33
D002103,A0303,Judge,Courts,Regular,2022-05-19,134468.92,9270.23,2737.06,661285.88,55083.09,154407.38
D002104,A0304,Judge,Courts,Initial,2023-03-23,66837.18,11121.81,10019.4,35690.93,58938.0,245476.79
D002105,A0304,Judge,Courts,Regular,2024-11-03,76831.08,6245.23,11905.62,7508.2,41209.65,11504.69
D002106,A0304,Judge,Courts,Regular,2021-04-08,64942.02,15753.88,7103.12,153009.29,21303.81,165705.12
D002107,A0304,Judge,Courts,Regular,2020-11-21,71925.93,15386.8,6233.87,145690.2,48402.3,161189.6
D002108,A0304,Judge,Courts,Exceptional,2025-12-23,73516.06,11413.32,12236.21,157474.62,32662.67,121291.3
D002109,A0304,Judge,Courts,Exceptional,2020-03-24,61526.84,6577.64,11810.69,98516.21,8082.42,128805.65
D002110,A0304,Judge,Courts,Regular,2025-12-24,106917.17,5997.0,9084.06,518570.63,4610.44,16773.06
D002111,A0305,Judge,Courts,Initial,2024-03-13,106135.36,9933.33,19234.02,198284.39,5718.47,319451.43
D002112,A0305,Judge,Courts,Regular,2026-01-29,123032.61,13825.44,9822.27,36965.76,49220.93,199452.62
D002113,A0305,Judge,Courts,Regular,2018-05-01,114183.29,8290.24,17599.56,109948.09,50255.81,104773.95
D002114,A0305,Judge,Courts,Regular,2018-02-23,103303.22,8714.42,18700.72,140567.72,15833.23,56729.84
D002115,A0305,Judge,Courts,Regular,2026-01-30,113758.06,12166.12,17608.95,512322.36,37263.49,42740.35
D002116,A0306,Judge,Courts,Initial,2024-06-13,109208.25,2678.53,1158.9,62245.57,4254.76,246755.66
D002117,A0306,Judge,Courts,Regular,2021-03-20,101853.82,2122.04,847.56,105977.7,20577.02,5275.23
D002118,A0306,Judge,Courts,Regular,2019-07-25,123072.94,2430.17,777.16,144590.81,56496.01,121313.67
D002119,A0306,Judge,Courts,Regular,2023-09-03,103132.42,1982.49,898.17,67538.94,4604.68,51029.47
D002120,A0306,Judge,Courts,Exceptional,2026-03-13,103417.4,2731.24,1051.41,149429.06,49774.98,126095.59
D002121,A0306,Judge,Courts,Exceptional,2021-10-14,100343.2,3845.27,1076.24,193257.58,44625.43,103867.85
D002122,A0306,Judge,Courts,Regular,2026-03-14,115497.69,3338.36,1073.74,561359.39,56330.71,188769.59
D002123,A0307,Judge,Courts,Initial,2022-05-02,35538.75,17698.75,7226.44,79566.06,36445.64,156085.6
D002124,A0307,Judge,Courts,Regular,2019-09-23,39287.1,10135.71,10408.31,42570.69,57167.2,153518.93
D002125,A0307,Judge,Courts,Regular,2020-11-06,41553.61,15146.5,9520.1,101815.16,11004.23,114408.3
D002126,A0307,Judge,Courts,Regular,2023-06-12,38663.08,17438.05,9127.37,128830.19,8555.75,42171.72
D002127,A0307,Judge,Courts,Regular,2023-06-13,41163.46,22117.47,3904.75,249055.69,53781.63,991.8
D002128,A0308,Judge,Courts,Initial,2019-07-14,74743.0,3881.38,5968.81,95377.38,40026.41,277178.06
D002129,A0308,Judge,Courts,Regular,2022-07-27,68302.86,2847.96,5218.54,144771.47,3204.02,133405.15
D002130,A0308,Judge,Courts,Regular,2023-01-24,82765.34,2010.77,7892.29,101479.89,59591.43,116168.73
D002131,A0308,Judge,Courts,Regular,2018-09-23,85280.71,3049.85,4069.4,3154.66,59721.81,198378.82
D002132,A0308,Judge,Courts,Regular,2023-01-25,82169.51,4875.87,7199.34,371768.13,37557.75,153325.7
D002133,A0309,Judge,Courts,Initial,2025-08-10,67586.8,15610.37,5928.23,110539.71,36279.6,221155.36
D002134,A0309,Judge,Courts,Regular,2023-02-12,62645.96,15957.12,3824.78,156706.15,34756.77,127355.4
D002135,A0309,Judge,Courts,Regular,2024-05-18,65860.65,12962.13,3574.39,4254.67,30026.3,61918.66
D002136,A0309,Judge,Courts,Regular,2024-12-09,76892.8,21180.7,8615.43,178107.94,6501.29,167837.28
D002137,A0309,Judge,Courts,Regular,2025-08-11,76631.05,19989.52,7566.02,282294.39,33834.91,192125.61
D002138,A0310,Judge,Courts,Initial,2018-05-06,92221.79,459.21,11158.17,31000.16,38414.37,200576.69
D002139,A0310,Judge,Courts,Regular,2025-03-14,95227.92,573.68,9032.56,188606.3,43464.08,103998.76
D002140,A0310,Judge,Courts,Regular,2020-06-21,92012.76,533.86,15709.14,130037.92,53911.31,104041.7
D002141,A0310,Judge,Courts,Regular,2025-05-16,107818.31,577.24,14907.0,196187.33,49680.82,179450.16
D002142,A0310,Judge,Courts,Regular,2025-05-17,141317.87,283.7,7168.64,579537.15,36600.42,68267.95
D002143,A0311,Judge,Courts,Initial,2024-03-05,114897.17,2944.85,11810.24,71744.44,40593.25,178139.9
D002144,A0311,Judge,Courts,Regular,2022-04-16,123155.29,2487.56,13349.74,184692.28,12997.93,112358.81
D002145,A0311,Judge,Courts,Regular,2022-10-11,106794.15,3918.46,16325.14,153298.2,48433.95,62738.94
D002146,A0311,Judge,Courts,Regular,2021-10-11,137203.57,3682.3,8880.48,38408.18,16022.82,108293.62
D002147,A0311,Judge,Courts,Regular,2024-03-06,169791.61,2387.51,11916.9,910392.27,2433.72,5890.82
D002148,A0312,Judge,Courts,Initial,2018-09-14,77841.73,4474.69,130.27,170441.55,26054.89,259449.23
D002149,A0312,Judge,Courts,Regular,2018-08-14,72784.76,6620.98,115.57,40411.73,4872.85,38666.58
D002150,A0312,Judge,Courts,Regular,2024-11-11,77876.94,6575.53,176.44,9583.23,3973.35,105562.48
D002151,A0312,Judge,Courts,Regular,2024-11-12,85196.65,2595.79,147.18,14632.56,44263.82,10864.71
D002152,A0312,Judge,Courts,Regular,2024-11-13,86117.36,5054.33,90.65,273208.65,26598.82,82226.99
D002153,A0313,Judge,Courts,Initial,2019-10-27,102997.64,4410.22,5596.0,3363.58,29716.13,212632.49
D002154,A0313,Judge,Courts,Regular,2018-08-27,114769.71,4185.41,3579.93,80643.85,51780.98,134278.69
D002155,A0313,Judge,Courts,Regular,2024-09-08,96937.04,2290.94,7267.35,149172.6,29525.65,125077.94
D002156,A0313,Judge,Courts,Regular,2023-04-27,121212.63,6276.13,8293.18,113084.27,55949.11,13358.82
D002157,A0313,Judge,Courts,Regular,2024-09-09,104402.63,6335.6,6573.25,420390.93,58217.82,39687.85
D002158,A0314,Judge,Courts,Initial,2022-07-02,38918.68,2653.31,18627.73,71575.79,55836.66,158549.1
D002159,A0314,Judge,Courts,Regular,2019-03-22,40481.57,3786.72,17961.88,40983.41,59766.65,181527.58
D002160,A0314,Judge,Courts,Regular,2025-08-09,36213.72,2926.41,9322.52,22524.01,45020.26,47594.6
D002161,A0314,Judge,Courts,Regular,2023-10-04,46463.59,2169.76,18026.57,109222.56,58585.99,75196.22
D002162,A0314,Judge,Courts,Exceptional,2023-01-07,32581.48,3098.74,14841.24,52919.73,2951.05,192247.57
D002163,A0314,Judge,Courts,Exceptional,2024-06-28,37420.76,1700.38,16682.78,102053.72,58384.71,18903.25
D002164,A0314,Judge,Courts,Regular,2025-08-10,45349.42,3966.51,13719.46,230924.9,15007.56,20323.09
D002165,A0315,Judge,Courts,Initial,2018-02-27,40828.26,2835.46,9264.1,158187.36,40036.58,73275.49
D002166,A0315,Judge,Courts,Regular,2019-10-24,44572.98,3907.79,12916.62,117798.62,49639.37,20467.59
D002167,A0315,Judge,Courts,Regular,2020-03-03,39943.49,4056.38,8521.75,114503.96,20408.25,165949.48
D002168,A0315,Judge,Courts,Regular,2026-03-15,45157.44,2659.47,11653.11,173316.71,13897.73,164508.82
D002169,A0315,Judge,Courts,Regular,2026-03-16,43645.06,2878.85,9667.2,227039.17,24505.51,67694.25
D002170,A0316,Judge,Courts,Initial,2019-05-03,74964.33,14775.71,9856.52,140563.86,32675.9,146115.11
D002171,A0316,Judge,Courts,Regular,2023-02-01,78225.0,8290.49,13413.78,99292.88,54018.75,103655.48
D002172,A0316,Judge,Courts,Regular,2019-08-24,86810.96,7616.31,12463.93,75223.37,8617.77,131782.11
D002173,A0316,Judge,Courts,Regular,2019-12-02,71526.06,16684.36,8160.12,31843.43,59529.05,135749.42
D002174,A0316,Judge,Courts,Regular,2023-02-02,75631.46,12338.47,14675.11,310891.95,41204.85,80986.94
D002175,A0317,Judge,Courts,Initial,2023-02-14,37286.22,13026.03,18741.34,14550.66,34237.1,121828.44
D002176,A0317,Judge,Courts,Regular,2024-08-30,44238.88,13775.37,19383.41,136372.4,14113.15,124687.4
D002177,A0317,Judge,Courts,Regular,2024-01-29,36788.12,13634.69,9673.65,31667.39,53530.59,7557.63
D002178,A0317,Judge,Courts,Regular,2021-09-17,42488.22,18905.99,22335.81,45959.81,50505.83,86630.17
D002179,A0317,Judge,Courts,Regular,2024-08-31,53321.18,9779.57,27532.26,414433.11,17888.24,121119.53
D002180,A0318,Judge,Courts,Initial,2018-05-27,90973.0,11070.82,1320.35,16802.83,20806.76,187362.93
D002181,A0318,Judge,Courts,Regular,2025-10-18,99747.33,6550.22,1879.71,47056.18,32638.13,89515.83
D002182,A0318,Judge,Courts,Regular,2023-05-11,87224.6,14050.06,1527.28,5243.58,36934.97,54980.01
D002183,A0318,Judge,Courts,Regular,2018-11-16,108172.09,6238.2,1489.11,194671.48,29693.9,106439.46
D002184,A0318,Judge,Courts,Regular,2025-10-19,99156.04,12439.63,1868.71,501482.43,43112.38,30783.06
D002185,A0319,Judge,Courts,Initial,2018-01-03,62011.63,11536.09,9878.14,149952.9,47431.68,210880.51
D002186,A0319,Judge,Courts,Regular,2022-06-21,67782.73,13639.56,12766.56,73736.18,41730.1,176604.09
D002187,A0319,Judge,Courts,Regular,2025-06-10,72455.32,9925.15,14762.62,76187.84,37172.35,137122.48
D002188,A0319,Judge,Courts,Regular,2024-05-20,56523.27,13531.96,6597.81,179953.35,10554.43,149294.56
D002189,A0319,Judge,Courts,Regular,2025-06-11,71995.09,7874.02,10111.12,411524.87,23644.02,28070.83
D002190,A0320,Judge,Courts,Initial,2022-05-23,91138.74,3713.78,4932.5,190327.97,41011.54,243025.81
D002191,A0320,Judge,Courts,Regular,2020-06-29,105710.7,2579.47,7203.79,184754.24,56072.18,68037.21
D002192,A0320,Judge,Courts,Regular,2019-11-05,89153.61,4398.86,6984.4,37320.36,45689.89,144484.17
D002193,A0320,Judge,Courts,Regular,2023-06-03,86888.9,5366.5,4385.37,193725.6,10311.43,189212.95
D002194,A0320,Judge,Courts,Regular,2023-06-04,129121.6,3131.92,5464.9,649953.9,6133.24,172090.04
D002195,A0321,Judge,Courts,Initial,2024-04-07,40621.06,14212.31,7384.63,5131.85,38749.25,177032.66
D002196,A0321,Judge,Courts,Regular,2021-08-21,36749.46,11660.36,7294.3,136020.61,49491.72,44841.34
D002197,A0321,Judge,Courts,Regular,2020-03-06,40295.52,15962.98,10174.17,178773.43,49459.71,14901.93
D002198,A0321,Judge,Courts,Regular,2019-04-09,47695.79,15619.34,4909.41,39829.56,49981.47,66723.03
D002199,A0321,Judge,Courts,Regular,2024-04-08,59959.57,8328.56,6381.97,219209.65,5292.44,58730.0
D002200,A0322,Judge,Courts,Initial,2026-03-01,112759.93,4045.94,4331.92,34701.93,37162.77,216479.2
D002201,A0322,Judge,Courts,Regular,2023-11-19,104778.04,5254.89,4103.74,63464.05,963.41,124154.16
D002202,A0322,Judge,Courts,Regular,2019-09-06,125066.3,4625.78,2638.59,190077.36,47547.26,7038.44
D002203,A0322,Judge,Courts,Regular,2021-12-20,107482.48,3572.29,4458.46,199518.7,41764.73,104744.2
D002204,A0322,Judge,Courts,Regular,2026-03-02,153696.65,5400.98,5448.53,598178.79,21659.2,47001.99
D002205,A0323,Judge,Courts,Initial,2022-10-20,85780.48,15339.72,8043.87,178037.05,56110.44,303109.01
D002206,A0323,Judge,Courts,Regular,2022-09-01,78704.51,12646.91,10239.25,101287.89,47537.74,89955.93
D002207,A0323,Judge,Courts,Regular,2022-12-17,84396.11,20901.79,5133.75,141220.33,30612.5,196630.79
D002208,A0323,Judge,Courts,Regular,2025-07-04,84398.05,17367.21,9917.19,84392.92,21822.59,173358.74
D002209,A0323,Judge,Courts,Regular,2025-07-05,129094.98,12088.2,8060.21,399997.99,36862.95,23731.55
D002210,A0324,Judge,Courts,Initial,2021-06-10,99318.02,19707.72,507.91,186514.9,375.45,92340.82
D002211,A0324,Judge,Courts,Regular,2022-03-06,108430.4,21409.12,700.11,14549.63,14185.28,128530.1
D002212,A0324,Judge,Courts,Regular,2019-04-20,113202.05,26969.72,289.13,1113.94,20395.79,6757.86
D002213,A0324,Judge,Courts,Regular,2020-04-15,108259.16,18243.1,628.88,136398.99,17034.57,56872.59
D002214,A0324,Judge,Courts,Regular,2022-03-07,136080.11,17457.61,568.85,650402.44,8644.34,192619.06
D002215,A0325,Judge,Courts,Initial,2018-01-27,123665.31,8461.45,17977.38,157765.53,43161.65,267241.2
D002216,A0325,Judge,Courts,Regular,2019-06-16,124888.14,8591.03,22269.45,33541.79,22130.06,41830.16
D002217,A0325,Judge,Courts,Regular,2018-10-13,130806.77,11045.44,12096.51,108672.94,48981.36,147409.24
D002218,A0325,Judge,Courts,Regular,2020-02-19,142326.61,5299.37,19893.39,175732.8,38708.87,125382.39
D002219,A0325,Judge,Courts,Regular,2020-02-20,128041.91,10477.78,24907.33,503275.69,24922.08,97907.57
D002220,A0326,Judge,Courts,Initial,2019-12-26,85274.6,6900.14,10650.26,153387.0,24241.52,277638.39
D002221,A0326,Judge,Courts,Regular,2020-01-11,99767.49,6762.69,8742.26,149365.32,21791.24,125546.91
D002222,A0326,Judge,Courts,Regular,2023-06-05,80217.82,4517.9,11408.76,6538.76,8546.75,18046.81
D002223,A0326,Judge,Courts,Regular,2025-07-06,95726.74,6088.77,12329.57,48217.79,6135.0,10619.29
D002224,A0326,Judge,Courts,Regular,2025-07-07,122025.69,10076.63,12199.03,536786.89,27430.0,43013.7
D002225,A0327,Judge,Courts,Initial,2020-01-15,101719.44,4345.4,11289.7,116510.89,11168.91,117912.6
D002226,A0327,Judge,Courts,Regular,2019-12-08,96283.29,6323.39,15914.43,42819.7,24716.42,34238.52
D002227,A0327,Judge,Courts,Regular,2019-02-17,113909.65,5646.42,13064.97,117035.35,38421.45,47254.41
D002228,A0327,Judge,Courts,Regular,2024-03-05,95937.89,6069.25,9315.16,72738.46,57849.09,157870.34
D002229,A0327,Judge,Courts,Regular,2024-03-06,134686.51,3564.11,16253.73,548013.99,7329.39,144957.21
D002230,A0328,Judge,Courts,Initial,2020-11-05,104366.0,9862.04,3231.23,78616.36,14828.12,256051.85
D002231,A0328,Judge,Courts,Regular,2024-06-23,119314.24,12573.41,3590.59,145005.95,10827.63,89365.34
D002232,A0328,Judge,Courts,Regular,2024-07-12,107668.02,6773.19,2178.92,13976.5,3326.25,49297.87
D002233,A0328,Judge,Courts,Regular,2024-09-06,108598.39,10128.31,3223.8,22502.62,29419.65,179076.54
D002234,A0328,Judge,Courts,Regular,2024-09-07,140658.98,10437.11,4572.13,683040.15,8954.37,162464.15
D002235,A0329,Judge,Courts,Initial,2018-07-02,39855.64,15864.67,7942.63,158117.15,51778.69,85901.59
D002236,A0329,Judge,Courts,Regular,2020-12-22,44969.08,15689.3,10411.47,137202.91,27936.12,100692.14
D002237,A0329,Judge,Courts,Regular,2024-05-19,41111.53,18777.38,9478.1,144408.9,52710.92,133469.58
D002238,A0329,Judge,Courts,Regular,2022-01-03,38077.95,18044.91,7103.46,12176.2,50271.27,150121.37
D002239,A0329,Judge,Courts,Regular,2024-05-20,58234.72,11136.92,6180.4,342573.32,55352.68,129081.37
D002240,A0330,Judge,Courts,Initial,2026-03-01,115518.56,11477.05,2189.62,13281.69,50111.04,188574.23
D002241,A0330,Judge,Courts,Regular,2024-05-25,135106.11,15695.92,1144.82,29843.08,34631.31,155844.1
D002242,A0330,Judge,Courts,Regular,2026-03-09,136606.28,14338.02,2548.73,18495.01,11930.37,55436.84
D002243,A0330,Judge,Courts,Regular,2026-03-30,121688.91,6389.14,2897.41,182330.89,34592.95,198435.69
D002244,A0330,Judge,Courts,Exceptional,2025-09-14,126694.12,6805.08,3213.08,29036.81,2904.99,30186.34
D002245,A0330,Judge,Courts,Exceptional,2019-09-14,99089.49,7545.06,2992.62,184797.5,57606.84,82022.3
D002246,A0330,Judge,Courts,Regular,2026-03-31,167686.27,7341.12,1346.98,607083.96,40406.26,23186.78
D002247,A0331,Judge,Courts,Initial,2023-12-08,40450.55,18265.71,837.02,123501.59,1915.04,93566.87
D002248,A0331,Judge,Courts,Regular,2022-11-28,47720.36,12748.57,939.95,145936.19,2221.38,114376.77
D002249,A0331,Judge,Courts,Regular,2022-11-03,41020.3,12939.46,429.73,35767.54,39037.59,133028.76
D002250,A0331,Judge,Courts,Regular,2021-05-19,45830.26,11025.72,1058.3,56409.0,6027.52,56890.09
D002251,A0331,Judge,Courts,Regular,2023-12-09,57028.2,20555.28,536.21,382807.87,524.53,132984.7
D002252,A0332,Judge,Courts,Initial,2021-12-04,45012.81,5734.26,2576.15,167998.28,35484.07,92084.06
D002253,A0332,Judge,Courts,Regular,2026-02-03,45649.68,7402.79,3375.95,147196.65,74.16,186140.15
D002254,A0332,Judge,Courts,Regular,2026-01-10,49517.92,6285.91,1618.34,138912.12,29793.48,3417.71
D002255,A0332,Judge,Courts,Regular,2019-02-03,43602.06,5468.96,1653.58,38151.29,56110.13,109938.99
D002256,A0332,Judge,Courts,Regular,2026-02-04,55474.74,7239.92,1623.83,276801.62,15561.44,14989.8
D002257,A0333,Judge,Courts,Initial,2024-04-02,45617.06,2816.92,9637.05,10763.08,7386.77,105459.99
D002258,A0333,Judge,Courts,Regular,2023-07-20,44858.87,1877.06,10787.95,88622.92,43292.85,17074.72
D002259,A0333,Judge,Courts,Regular,2022-10-12,52851.43,1471.5,7017.71,25296.56,16883.93,130018.85
D002260,A0333,Judge,Courts,Regular,2019-03-15,45741.0,2143.85,13145.47,165553.53,41066.92,128408.2
D002261,A0333,Judge,Courts,Regular,2024-04-03,65059.0,2212.56,7224.87,262562.17,36968.23,181596.1
D002262,A0334,Judge,Courts,Initial,2022-12-19,79638.7,18284.13,12796.77,73713.22,53582.55,119440.92
D002263,A0334,Judge,Courts,Regular,2024-08-14,87851.09,27390.35,11158.4,85034.02,10348.95,49219.51
D002264,A0334,Judge,Courts,Regular,2023-05-19,91781.5,11644.42,16764.9,92349.18,163.92,8824.72
D002265,A0334,Judge,Courts,Regular,2018-09-01,90051.23,23719.25,12978.27,7746.08,1598.72,182293.58
D002266,A0334,Judge,Courts,Regular,2024-08-15,106103.12,10977.38,11499.67,506747.19,5398.84,32374.87
D002267,A0335,Judge,Courts,Initial,2026-01-27,84437.26,10337.04,16246.72,134038.89,26865.67,58926.65
D002268,A0335,Judge,Courts,Regular,2019-03-20,100671.2,12448.93,15652.99,39097.15,2547.04,90592.63
D002269,A0335,Judge,Courts,Regular,2020-10-06,77358.46,12534.91,13519.54,193755.06,48779.83,57545.06
D002270,A0335,Judge,Courts,Regular,2023-12-14,100156.63,10254.68,11364.49,80123.43,6852.35,39310.72
D002271,A0335,Judge,Courts,Exceptional,2022-11-18,75222.03,10664.64,16703.62,71066.7,25554.5,85896.98
D002272,A0335,Judge,Courts,Exceptional,2020-11-05,88497.6,7283.08,17241.96,66752.54,59985.52,160730.69
D002273,A0335,Judge,Courts,Regular,2026-01-28,123802.16,11442.72,10667.35,686513.72,56324.43,184393.85
D002274,A0336,Judge,Courts,Initial,2023-04-30,118963.65,8736.18,2978.27,70646.75,3844.47,199370.49
D002275,A0336,Judge,Courts,Regular,2018-03-19,108212.36,12927.99,2689.33,85112.71,18636.08,66066.35
D002276,A0336,Judge,Courts,Regular,2024-08-10,107957.14,4960.5,1836.04,89386.28,29139.22,93471.72
D002277,A0336,Judge,Courts,Regular,2020-10-30,108400.3,10911.68,2271.51,47190.39,46096.36,110406.93
D002278,A0336,Judge,Courts,Regular,2024-08-11,159143.92,10482.83,3596.28,686298.44,34450.13,63009.4
D002279,A0337,Judge,Courts,Initial,2025-04-02,100772.89,6333.32,3442.41,51104.34,36530.95,233340.94
D002280,A0337,Judge,Courts,Regular,2024-09-15,115537.48,9051.96,3080.96,121221.82,59381.87,127776.32
D002281,A0337,Judge,Courts,Regular,2025-04-08,92664.26,6100.55,3232.48,24055.59,24874.58,120597.4
D002282,A0337,Judge,Courts,Regular,2021-04-13,93780.93,8917.79,5010.26,29687.97,29097.33,190509.27
D002283,A0337,Judge,Courts,Regular,2025-04-09,135298.77,4738.85,4581.56,605240.87,26213.62,42187.08
D002284,A0338,Judge,Courts,Initial,2018-10-02,81538.81,11819.5,5782.12,113692.51,6836.31,231247.48
D002285,A0338,Judge,Courts,Regular,2025-12-24,93505.76,9031.44,7999.13,169624.31,57345.26,27913.32
D002286,A0338,Judge,Courts,Regular,2020-05-27,84815.09,12003.55,7631.32,108110.07,10291.69,17804.56
D002287,A0338,Judge,Courts,Regular,2018-08-13,93957.84,13719.56,6703.0,126164.93,39626.41,51898.3
D002288,A0338,Judge,Courts,Regular,2025-12-25,125664.5,12360.22,8518.44,580346.4,22162.62,140363.4
D002289,A0339,Judge,Courts,Initial,2022-12-26,81295.52,10089.14,19861.03,116942.59,54049.95,105114.54
D002290,A0339,Judge,Courts,Regular,2018-04-02,90993.02,10467.5,22362.73,192916.44,55668.2,101643.5
D002291,A0339,Judge,Courts,Regular,2018-10-17,96835.36,14408.05,27689.52,60822.82,8294.44,151566.53
D002292,A0339,Judge,Courts,Regular,2023-01-23,96257.23,13957.73,20296.9,147489.11,13988.27,196571.2
D002293,A0339,Judge,Courts,Regular,2023-01-24,99528.45,14452.76,20637.59,501077.53,1541.58,108019.0
D002294,A0340,Judge,Courts,Initial,2022-07-10,62019.81,13331.68,16576.21,35965.99,11334.86,164205.59
D002295,A0340,Judge,Courts,Regular,2019-01-10,70044.12,15571.19,23772.75,102179.66,29981.06,163428.43
D002296,A0340,Judge,Courts,Regular,2021-01-12,70543.75,14663.54,15307.71,180762.32,9026.22,145241.09
